player_name,team,start_date,end_date,type,season,season_start_year
Charly Musonda Jr.,Chelsea,2020-07-01,2021-06-30,injury-knee-surgery,2020-2021,2020
Edouard Mendy,Chelsea,2020-10-16,2020-10-19,injury-muscle-strain,2020-2021,2020
Ethan Ampadu,Chelsea,2020-11-23,2020-12-12,injury-groin-injury,2020-2021,2020
Ethan Ampadu,Chelsea,2020-07-01,2020-11-21,injury-knock,2020-2021,2020
Fikayo Tomori,Chelsea,2020-07-01,2020-07-13,injury-knock,2020-2021,2020
Izzy Brown,Chelsea,2020-09-28,2020-10-30,injury-knee-injury,2020-2021,2020
Kai Havertz,Chelsea,2021-03-09,2021-06-09,injury-cold,2020-2021,2020
Kai Havertz,Chelsea,2021-01-02,2021-02-20,injury-knock,2020-2021,2020
Kai Havertz,Chelsea,2020-07-01,2020-11-22,injury-corona-virus,2020-2021,2020
Kai Havertz,Chelsea,2020-07-01,2020-12-06,injury-muscular-problems,2020-2021,2020
Kepa Arrizabalaga,Chelsea,2020-10-22,2020-08-11,injury-shoulder-injury,2020-2021,2020
Mason Mount,Chelsea,2021-06-21,2021-06-28,injury-quarantine,2020-2021,2020
Mateo Kovacic,Chelsea,2021-03-12,2021-06-30,injury-corona-virus,2020-2021,2020
Mateo Kovacic,Chelsea,2020-07-01,2020-10-07,injury-calf-injury,2020-2021,2020
N'Golo Kanté,Chelsea,2021-03-25,2021-01-04,injury-muscle-injury,2020-2021,2020
N'Golo Kanté,Chelsea,2020-09-21,2020-09-24,injury-rest,2020-2021,2020
N'Golo Kanté,Chelsea,2020-07-01,2020-07-30,injury-hamstring-injury,2020-2021,2020
N'Golo Kanté,Chelsea,2020-07-01,2020-08-06,injury-muscle-injury,2020-2021,2020
Olivier Giroud,Chelsea,2021-02-10,2021-06-10,injury-back-injury,2020-2021,2020
Olivier Giroud,Chelsea,2021-02-09,2021-06-30,injury-corona-virus,2020-2021,2020
Ross Barkley,Chelsea,2020-11-21,2021-01-19,injury-hamstring-injury,2020-2021,2020
Ross Barkley,Chelsea,2020-07-15,2020-07-23,injury-ill,2020-2021,2020
Ruben Loftus-Cheek,Chelsea,2020-07-31,2020-09-13,injury-knock,2020-2021,2020
Tammy Abraham,Chelsea,2021-02-21,2021-05-04,injury-ankle-injury,2020-2021,2020
Thiago Silva,Chelsea,2021-05-02,2021-06-30,injury-thigh-problems,2020-2021,2020
Thiago Silva,Chelsea,2020-10-09,2020-09-22,injury-knock,2020-2021,2020
Thiago Silva,Chelsea,2020-07-01,2020-10-02,injury-groin-injury,2020-2021,2020
Tino Anjorin,Chelsea,2021-03-11,2021-06-30,injury-metatarsal-fracture,2020-2021,2020
Christian Benteke,Crystal Palace,2020-11-09,2020-09-25,injury-ankle-injury,2020-2021,2020
Connor Wickham,Crystal Palace,2020-11-09,2021-01-03,injury-knock,2020-2021,2020
Eberechi Eze,Crystal Palace,2021-05-19,2021-06-30,injury-achilles-tendon-problems,2020-2021,2020
Eberechi Eze,Crystal Palace,2020-11-19,2020-11-22,injury-knock,2020-2021,2020
Eberechi Eze,Crystal Palace,2020-10-09,2020-11-09,injury-groin-injury,2020-2021,2020
Gary Cahill,Crystal Palace,2020-12-20,2021-01-13,injury-knock,2020-2021,2020
Gary Cahill,Crystal Palace,2020-08-07,2020-10-17,injury-hamstring-injury,2020-2021,2020
James McArthur,Crystal Palace,2021-01-27,2021-05-31,injury-knock,2020-2021,2020
James Tomkins,Crystal Palace,2021-01-18,2021-06-30,injury-ill,2020-2021,2020
James Tomkins,Crystal Palace,2020-07-01,2020-11-26,injury-hip-injury,2020-2021,2020
James Tomkins,Crystal Palace,2020-09-02,2020-10-25,injury-hamstring-injury,2020-2021,2020
Jaïro Riedewald,Crystal Palace,2020-10-25,2020-10-29,injury-knock,2020-2021,2020
Jaïro Riedewald,Crystal Palace,2020-09-13,2020-09-25,injury-knock,2020-2021,2020
Jaïro Riedewald,Crystal Palace,2020-07-01,2020-10-01,injury-hamstring-injury,2020-2021,2020
Jeffrey Schlupp,Crystal Palace,2021-03-01,2021-01-03,injury-hamstring-injury,2020-2021,2020
Jeffrey Schlupp,Crystal Palace,2020-09-20,2020-10-17,injury-knock,2020-2021,2020
Joel Ward,Crystal Palace,2021-01-31,2021-06-30,injury-knock,2020-2021,2020
Joel Ward,Crystal Palace,2020-10-19,2020-11-22,injury-groin-injury,2020-2021,2020
Jordan Ayew,Crystal Palace,2020-10-19,2020-10-29,injury-virus,2020-2021,2020
Luka Milivojevic,Crystal Palace,2020-07-17,2020-07-25,injury-knee-injury,2020-2021,2020
Mamadou Sakho,Crystal Palace,2020-07-12,2020-12-27,injury-calf-injury,2020-2021,2020
Mamadou Sakho,Crystal Palace,2020-07-21,2020-09-14,injury-hamstring-injury,2020-2021,2020
Mamadou Sakho,Crystal Palace,2020-07-01,2020-10-03,injury-hamstring-strain,2020-2021,2020
Martin Kelly,Crystal Palace,2020-07-01,2021-01-25,injury-calf-injury,2020-2021,2020
Martin Kelly,Crystal Palace,2020-07-01,2020-10-07,injury-calf-injury,2020-2021,2020
Max Meyer,Crystal Palace,2020-07-01,2020-10-01,injury-ankle-injury,2020-2021,2020
Nathan Ferguson,Crystal Palace,2021-05-24,2021-06-30,injury-achilles-tendon-surgery,2020-2021,2020
Nathan Ferguson,Crystal Palace,2020-11-09,2021-05-05,injury-hamstring-injury,2020-2021,2020
Nathaniel Clyne,Crystal Palace,2021-01-31,2021-01-02,injury-knock,2020-2021,2020
Patrick van Aanholt,Crystal Palace,2020-07-17,2020-10-17,injury-shoulder-injury,2020-2021,2020
Scott Dann,Crystal Palace,2020-07-01,2020-10-01,injury-ankle-injury,2020-2021,2020
Tyrick Mitchell,Crystal Palace,2020-11-24,2020-12-15,injury-knock,2020-2021,2020
Tyrick Mitchell,Crystal Palace,2020-10-25,2020-11-22,injury-knock,2020-2021,2020
Tyrick Mitchell,Crystal Palace,2020-07-01,2020-07-03,injury-thigh-problems,2020-2021,2020
Wayne Hennessey,Crystal Palace,2020-10-16,2021-02-15,injury-hamstring-strain,2020-2021,2020
Wilfried Zaha,Crystal Palace,2021-04-02,2021-04-03,injury-hamstring-strain,2020-2021,2020
Wilfried Zaha,Crystal Palace,2021-01-15,2021-01-25,injury-knock,2020-2021,2020
Wilfried Zaha,Crystal Palace,2020-10-15,2020-10-17,injury-knock,2020-2021,2020
Abdoulaye Doucouré,Everton,2021-04-03,2021-06-30,injury-foot-injury,2020-2021,2020
Alex Iwobi,Everton,2021-01-10,2021-06-30,injury-calf-injury,2020-2021,2020
Alex Iwobi,Everton,2021-03-26,2021-03-29,injury-corona-virus,2020-2021,2020
Allan,Everton,2020-12-17,2021-02-13,injury-muscle-injury,2020-2021,2020
Allan,Everton,2020-07-01,2020-10-16,injury-groin-injury,2020-2021,2020
André Gomes,Everton,2020-09-27,2020-10-16,injury-bruise,2020-2021,2020
Cenk Tosun,Everton,2021-03-28,2021-06-30,injury-corona-virus,2020-2021,2020
Cenk Tosun,Everton,2021-02-19,2021-03-17,injury-edema-in-the-knee,2020-2021,2020
Cenk Tosun,Everton,2021-01-02,2021-06-30,injury-quarantine,2020-2021,2020
Cenk Tosun,Everton,2020-07-01,2020-10-26,injury-cruciate-ligament-surgery,2020-2021,2020
Dominic Calvert-Lewin,Everton,2021-02-01,2021-01-26,injury-muscle-injury,2020-2021,2020
Fabian Delph,Everton,2020-07-01,2021-03-02,injury-hamstring-injury,2020-2021,2020
Fabian Delph,Everton,2020-07-01,2020-11-27,injury-bruise,2020-2021,2020
Fabian Delph,Everton,2020-07-01,2020-09-23,injury-calf-injury,2020-2021,2020
James Rodríguez,Everton,2021-01-05,2021-05-14,injury-calf-injury,2020-2021,2020
James Rodríguez,Everton,2021-02-22,2021-01-04,injury-calf-injury,2020-2021,2020
James Rodríguez,Everton,2020-07-01,2020-12-31,injury-calf-strain,2020-2021,2020
James Rodríguez,Everton,2020-10-18,2020-10-24,injury-knock,2020-2021,2020
James Rodríguez,Everton,2020-10-15,2020-10-16,injury-knock,2020-2021,2020
Jarrad Branthwaite,Everton,2021-01-07,2021-02-08,injury-ankle-surgery,2020-2021,2020
Jean-Philippe Gbamin,Everton,2020-07-01,2021-02-04,injury-achilles-tendon-rupture,2020-2021,2020
Jonas Lössl,Everton,2021-01-09,2021-06-30,injury-unknown-injury,2020-2021,2020
Jonjoe Kenny,Everton,2020-07-01,2020-10-12,injury-knee-problems,2020-2021,2020
Jonjoe Kenny,Everton,2020-07-01,2020-10-31,injury-ankle-injury,2020-2021,2020
Jonjoe Kenny,Everton,2020-07-01,2020-12-02,injury-torn-ankle-ligaments,2020-2021,2020
Jordan Pickford,Everton,2021-01-28,2021-02-18,injury-chest-injury,2020-2021,2020
Joshua King,Everton,2020-10-07,2020-07-14,injury-hamstring-injury,2020-2021,2020
Lucas Digne,Everton,2020-11-26,2021-06-30,injury-ankle-injury,2020-2021,2020
Lucas Digne,Everton,2020-09-02,2020-07-03,injury-calf-injury,2020-2021,2020
Mason Holgate,Everton,2020-07-07,2020-07-15,injury-calf-injury,2020-2021,2020
Niels Nkounkou,Everton,2021-01-20,2021-03-02,injury-hamstring-injury,2020-2021,2020
Richarlison,Everton,2021-02-01,2021-06-30,injury-bruise,2020-2021,2020
Richarlison,Everton,2020-12-25,2020-12-31,injury-head-injury,2020-2021,2020
Séamus Coleman,Everton,2020-08-11,2020-12-18,injury-muscle-injury,2020-2021,2020
Theo Walcott,Everton,2021-01-02,2021-03-25,injury-hamstring-injury,2020-2021,2020
Theo Walcott,Everton,2020-07-11,2020-11-22,injury-hamstring-injury,2020-2021,2020
Theo Walcott,Everton,2020-08-06,2020-08-07,injury-abdominal-muscle-strain,2020-2021,2020
Tyler Onyango,Everton,2021-03-04,2021-04-10,injury-ankle-injury,2020-2021,2020
Yerry Mina,Everton,2021-02-18,2021-06-30,injury-calf-injury,2020-2021,2020
Yerry Mina,Everton,2020-07-13,2020-12-09,injury-muscle-injury,2020-2021,2020
Aboubakar Kamara,Fulham,2021-02-02,2021-06-30,injury-ill,2020-2021,2020
Aboubakar Kamara,Fulham,2020-07-01,2020-07-21,injury-unknown-injury,2020-2021,2020
Alfie Mawson,Fulham,2020-10-21,2021-01-14,injury-knee-surgery,2020-2021,2020
Anthony Knockaert,Fulham,2021-01-12,2021-06-30,injury-back-problems,2020-2021,2020
Anthony Knockaert,Fulham,2021-01-08,2021-06-30,injury-back-problems,2020-2021,2020
Anthony Knockaert,Fulham,2020-07-01,2020-10-21,injury-muscle-injury,2020-2021,2020
Anthony Knockaert,Fulham,2020-07-01,2020-09-02,injury-hamstring-injury,2020-2021,2020
Antonee Robinson,Fulham,2021-01-12,2021-05-12,injury-ill,2020-2021,2020
Antonee Robinson,Fulham,2021-05-14,2021-05-24,injury-ankle-injury,2020-2021,2020
Bobby De Cordova-Reid,Fulham,2020-12-18,2020-12-18,injury-hamstring-strain,2020-2021,2020
Fabri,Fulham,2020-09-06,2020-09-15,injury-foot-injury,2020-2021,2020
Fábio Carvalho,Fulham,2021-04-09,2021-06-30,injury-toe-injury,2020-2021,2020
Harrison Reed,Fulham,2021-05-18,2021-05-23,injury-ankle-injury,2020-2021,2020
Harrison Reed,Fulham,2021-04-19,2021-06-30,injury-knee-problems,2020-2021,2020
Harrison Reed,Fulham,2020-09-27,2020-10-23,injury-knock,2020-2021,2020
Harrison Reed,Fulham,2020-07-01,2020-08-01,injury-calf-problems,2020-2021,2020
Ivan Cavaleiro,Fulham,2020-12-18,2020-12-25,injury-hamstring-injury,2020-2021,2020
Ivan Cavaleiro,Fulham,2020-10-23,2020-10-30,injury-thigh-problems,2020-2021,2020
Ivan Cavaleiro,Fulham,2020-07-15,2020-07-29,injury-thigh-problems,2020-2021,2020
Josh Onomah,Fulham,2020-07-01,2021-01-01,injury-fitness,2020-2021,2020
Kenny Tete,Fulham,2021-04-17,2021-04-27,injury-corona-virus,2020-2021,2020
Kenny Tete,Fulham,2020-11-21,2020-12-27,injury-fitness,2020-2021,2020
Kenny Tete,Fulham,2020-09-20,2020-11-21,injury-calf-injury,2020-2021,2020
Kevin McDonald,Fulham,2021-02-03,2021-06-30,injury-kidney-problems,2020-2021,2020
Marek Rodák,Fulham,2021-02-26,2021-04-20,injury-finger-injury,2020-2021,2020
Maxime Le Marchand,Fulham,2021-04-12,2021-06-30,injury-back-injury,2020-2021,2020
Neeskens Kebano,Fulham,2020-10-19,2020-09-11,injury-muscle-injury,2020-2021,2020
Ruben Loftus-Cheek,Fulham,2020-07-31,2020-09-13,injury-knock,2020-2021,2020
Stefan Johansen,Fulham,2020-08-09,2020-10-30,injury-foot-injury,2020-2021,2020
Steven Sessegnon,Fulham,2020-10-25,2021-01-24,injury-hamstring-injury,2020-2021,2020
Terence Kongolo,Fulham,2021-01-15,2021-02-13,injury-achilles-tendon-problems,2020-2021,2020
Terence Kongolo,Fulham,2020-10-16,2021-06-30,injury-ankle-injury,2020-2021,2020
Terence Kongolo,Fulham,2020-08-02,2020-07-31,injury-broken-foot,2020-2021,2020
Terence Kongolo,Fulham,2020-08-02,2020-07-31,injury-foot-injury,2020-2021,2020
Terence Kongolo,Fulham,2020-07-01,2020-12-01,injury-hip-injury,2020-2021,2020
Tom Cairney,Fulham,2020-12-27,2021-06-30,injury-knee-injury,2020-2021,2020
Tom Cairney,Fulham,2020-07-01,2020-07-17,injury-bruise,2020-2021,2020
Adam Forshaw,Leeds,2020-07-01,2021-06-30,injury-hip-injury,2020-2021,2020
Barry Douglas,Leeds,2020-10-28,2020-11-15,injury-corona-virus,2020-2021,2020
Diego Llorente,Leeds,2021-01-26,2021-02-22,injury-hamstring-injury,2020-2021,2020
Diego Llorente,Leeds,2020-07-01,2021-01-15,injury-groin-injury,2020-2021,2020
Eunan O'Kane,Leeds,2020-07-01,2021-01-16,injury-broken-leg,2020-2021,2020
Gaetano Berardi,Leeds,2020-07-19,2021-02-28,injury-cruciate-ligament-tear,2020-2021,2020
Ian Poveda,Leeds,2021-01-02,2021-05-03,injury-ankle-injury,2020-2021,2020
Illan Meslier,Leeds,2021-03-01,2021-01-25,injury-ill,2020-2021,2020
Kalvin Phillips,Leeds,2021-02-12,2021-06-30,injury-hamstring-injury,2020-2021,2020
Kalvin Phillips,Leeds,2020-10-22,2020-11-23,injury-shoulder-injury,2020-2021,2020
Kiko Casilla,Leeds,2020-09-17,2020-10-18,injury-ankle-injury,2020-2021,2020
Liam Cooper,Leeds,2021-05-12,2021-06-30,injury-hamstring-injury,2020-2021,2020
Liam Cooper,Leeds,2020-12-21,2021-01-15,injury-chest-injury,2020-2021,2020
Liam Cooper,Leeds,2020-08-09,2020-09-18,injury-calf-strain,2020-2021,2020
Mateusz Klich,Leeds,2021-03-24,2021-01-04,injury-corona-virus,2020-2021,2020
Mateusz Klich,Leeds,2020-12-30,2021-01-01,injury-hamstring-strain,2020-2021,2020
Pablo Hernández,Leeds,2020-07-01,2020-10-12,injury-knock,2020-2021,2020
Pablo Hernández,Leeds,2020-09-25,2020-10-18,injury-groin-injury,2020-2021,2020
Pascal Struijk,Leeds,2021-01-12,2021-06-30,injury-hip-injury,2020-2021,2020
Raphinha,Leeds,2020-07-01,2020-07-02,injury-back-injury,2020-2021,2020
Robin Koch,Leeds,2020-07-01,2021-06-30,injury-knee-injury,2020-2021,2020
Rodrigo,Leeds,2021-01-31,2021-05-03,injury-groin-injury,2020-2021,2020
Rodrigo,Leeds,2020-07-01,2020-11-21,injury-virus,2020-2021,2020
Tyler Roberts,Leeds,2020-12-30,2021-01-15,injury-ill,2020-2021,2020
Ayoze Pérez,Leicester,2021-02-13,2021-06-30,injury-knee-injury,2020-2021,2020
Cengiz Ünder,Leicester,2021-05-03,2021-04-13,injury-unknown-injury,2020-2021,2020
Christian Fuchs,Leicester,2020-07-18,2020-12-09,injury-groin-injury,2020-2021,2020
Daniel Amartey,Leicester,2020-07-01,2020-12-19,injury-hamstring-injury,2020-2021,2020
Daniel Amartey,Leicester,2020-07-01,2020-12-09,injury-ankle-injury,2020-2021,2020
Dennis Praet,Leicester,2020-09-28,2020-10-18,injury-knee-injury,2020-2021,2020
Harvey Barnes,Leicester,2021-02-28,2021-06-30,injury-knee-injury,2020-2021,2020
James Maddison,Leicester,2021-02-21,2021-06-30,injury-hip-injury,2020-2021,2020
James Maddison,Leicester,2021-04-01,2021-01-15,injury-knee-injury,2020-2021,2020
James Maddison,Leicester,2020-12-27,2021-02-01,injury-knee-injury,2020-2021,2020
James Maddison,Leicester,2020-07-12,2020-12-12,injury-knee-injury,2020-2021,2020
James Maddison,Leicester,2020-07-01,2020-07-11,injury-hamstring-injury,2020-2021,2020
James Maddison,Leicester,2020-07-01,2020-12-09,injury-hip-injury,2020-2021,2020
James Maddison,Leicester,2020-10-01,2020-11-01,injury-head-injury,2020-2021,2020
Jamie Vardy,Leicester,2021-01-21,2021-04-02,injury-groin-surgery,2020-2021,2020
Jamie Vardy,Leicester,2021-04-01,2021-01-14,injury-groin-injury,2020-2021,2020
Jamie Vardy,Leicester,2020-10-19,2020-10-22,injury-calf-strain,2020-2021,2020
Jonny Evans,Leicester,2021-01-08,2021-06-30,injury-foot-injury,2020-2021,2020
Jonny Evans,Leicester,2021-06-05,2021-06-30,injury-muscle-injury,2020-2021,2020
Jonny Evans,Leicester,2021-01-28,2021-01-29,injury-knock,2020-2021,2020
Jonny Evans,Leicester,2020-10-26,2020-07-11,injury-back-injury,2020-2021,2020
Jonny Evans,Leicester,2020-10-15,2020-10-17,injury-knock,2020-2021,2020
Jonny Evans,Leicester,2020-10-09,2020-09-26,injury-hamstring-strain,2020-2021,2020
Marc Albrighton,Leicester,2020-07-13,2020-07-25,injury-knock,2020-2021,2020
Nampalys Mendy,Leicester,2021-05-11,2021-06-30,injury-groin-problems,2020-2021,2020
Nampalys Mendy,Leicester,2021-01-08,2021-06-30,injury-groin-problems,2020-2021,2020
Nampalys Mendy,Leicester,2021-01-17,2021-01-23,injury-neck-injury,2020-2021,2020
Nampalys Mendy,Leicester,2020-07-01,2020-08-03,injury-knee-injury,2020-2021,2020
Ricardo Pereira,Leicester,2020-11-03,2021-01-15,injury-cruciate-ligament-tear,2020-2021,2020
Timothy Castagne,Leicester,2021-06-13,2021-06-30,injury-fracture-of-the-eye-socket,2020-2021,2020
Timothy Castagne,Leicester,2021-01-02,2021-02-19,injury-hamstring-strain,2020-2021,2020
Timothy Castagne,Leicester,2020-10-27,2020-12-19,injury-hamstring-strain,2020-2021,2020
Wes Morgan,Leicester,2021-01-22,2021-06-30,injury-back-injury,2020-2021,2020
Wes Morgan,Leicester,2020-07-09,2020-09-18,injury-hamstring-strain,2020-2021,2020
Wesley Fofana,Leicester,2021-04-08,2021-06-30,injury-broken-fibula,2020-2021,2020
Wesley Fofana,Leicester,2021-03-02,2021-01-03,injury-hamstring-strain,2020-2021,2020
Wesley Fofana,Leicester,2020-12-27,2021-02-01,injury-knee-injury,2020-2021,2020
Wesley Fofana,Leicester,2020-09-11,2020-11-21,injury-knee-injury,2020-2021,2020
Wilfred Ndidi,Leicester,2021-01-28,2021-06-30,injury-hamstring-strain,2020-2021,2020
Adrián,Liverpool,2021-03-12,2021-06-30,injury-calf-injury,2020-2021,2020
Alex Oxlade-Chamberlain,Liverpool,2020-08-21,2020-12-12,injury-knee-injury,2020-2021,2020
Alisson,Liverpool,2021-01-02,2021-05-02,injury-ill,2020-2021,2020
Alisson,Liverpool,2020-11-29,2020-12-12,injury-hip-injury,2020-2021,2020
Alisson,Liverpool,2020-07-01,2020-10-23,injury-shoulder-injury,2020-2021,2020
Alisson,Liverpool,2020-09-21,2020-09-27,injury-ill,2020-2021,2020
Andrew Robertson,Liverpool,2020-11-14,2020-11-18,injury-hip-injury,2020-2021,2020
