player_name,team,start_date,end_date,type,season,season_start_year
Jurriën Timber,Arsenal,2025-02-01,2025-06-30,injury-hamstring-muscle-injury,2024-2025,2024
Jurriën Timber,Arsenal,2024-07-01,2024-10-25,injury-muscle-injury,2024-2025,2024
Jurriën Timber,Arsenal,2024-09-22,2024-09-28,injury-knock,2024-2025,2024
Kai Havertz,Arsenal,2024-12-30,2025-06-01,injury-ill,2024-2025,2024
Kai Havertz,Arsenal,2024-07-01,2024-10-21,injury-knee-problems,2024-2025,2024
Kieran Tierney,Arsenal,2024-07-01,2024-11-25,injury-hamstring-injury,2024-2025,2024
Kieran Tierney,Arsenal,2024-07-01,2024-12-05,injury-adductor-injury,2024-2025,2024
Martin Ødegaard,Arsenal,2025-04-10,2025-06-30,injury-knee-injury,2024-2025,2024
Martin Ødegaard,Arsenal,2025-01-24,2025-01-28,injury-ill,2024-2025,2024
Mikel Merino,Arsenal,2025-04-21,2025-04-28,injury-unknown-injury,2024-2025,2024
Mikel Merino,Arsenal,2025-01-24,2025-01-28,injury-knock,2024-2025,2024
Oleksandr Zinchenko,Arsenal,2024-07-01,2024-12-22,injury-knock,2024-2025,2024
Oleksandr Zinchenko,Arsenal,2024-09-14,2024-10-21,injury-calf-injury,2024-2025,2024
Oleksandr Zinchenko,Arsenal,2024-07-01,2024-08-03,injury-calf-problems,2024-2025,2024
Raheem Sterling,Arsenal,2024-12-20,2025-06-30,injury-knee-problems,2024-2025,2024
Reiss Nelson,Arsenal,2024-07-01,2025-01-06,injury-hamstring-injury,2024-2025,2024
Riccardo Calafiori,Arsenal,2025-05-24,2025-06-30,injury-knee-bruise,2024-2025,2024
Riccardo Calafiori,Arsenal,2025-03-21,2025-06-05,injury-knee-injury,2024-2025,2024
Riccardo Calafiori,Arsenal,2024-07-01,2024-12-17,injury-knee-injury,2024-2025,2024
Riccardo Calafiori,Arsenal,2024-10-22,2024-11-21,injury-knee-injury,2024-2025,2024
Riccardo Calafiori,Arsenal,2024-07-09,2024-09-18,injury-calf-problems,2024-2025,2024
Takehiro Tomiyasu,Arsenal,2025-02-19,2025-01-10,injury-knee-surgery,2024-2025,2024
Takehiro Tomiyasu,Arsenal,2024-07-01,2025-02-18,injury-knee-injury,2024-2025,2024
William Saliba,Arsenal,2025-01-17,2025-01-24,injury-hamstring-injury,2024-2025,2024
Amadou Onana,Aston Villa,2025-03-02,2025-06-30,injury-hamstring-injury,2024-2025,2024
Amadou Onana,Aston Villa,2025-01-19,2025-01-31,injury-hamstring-injury,2024-2025,2024
Amadou Onana,Aston Villa,2024-07-01,2024-10-17,injury-hamstring-injury,2024-2025,2024
Andrés García,Aston Villa,2024-07-01,2024-12-01,injury-bone-edema,2024-2025,2024
Axel Disasi,Aston Villa,2024-07-06,2024-07-08,injury-groin-surgery,2024-2025,2024
Boubacar Kamara,Aston Villa,2025-02-15,2025-03-03,injury-hamstring-injury,2024-2025,2024
Boubacar Kamara,Aston Villa,2024-11-22,2024-11-24,injury-thigh-problems,2024-2025,2024
Boubacar Kamara,Aston Villa,2024-11-02,2024-10-30,injury-knee-injury,2024-2025,2024
Diego Carlos,Aston Villa,2025-03-25,2025-04-14,injury-fitness,2024-2025,2024
Diego Carlos,Aston Villa,2025-05-02,2025-03-25,injury-inner-ligament-injury,2024-2025,2024
Diego Carlos,Aston Villa,2025-03-01,2025-01-19,injury-foot-injury,2024-2025,2024
Diego Carlos,Aston Villa,2024-12-20,2024-12-22,injury-unknown-injury,2024-2025,2024
Donyell Malen,Aston Villa,2025-02-26,2025-03-03,injury-ill,2024-2025,2024
Donyell Malen,Aston Villa,2024-07-01,2024-11-04,injury-thigh-problems,2024-2025,2024
Emiliano Martínez,Aston Villa,2025-01-10,2025-03-10,injury-knock,2024-2025,2024
Ezri Konsa,Aston Villa,2024-11-22,2024-11-24,injury-hip-problems,2024-2025,2024
Ian Maatsen,Aston Villa,2025-05-06,2025-06-30,injury-flu,2024-2025,2024
Jacob Ramsey,Aston Villa,2025-01-09,2025-06-30,injury-ankle-injury,2024-2025,2024
Jacob Ramsey,Aston Villa,2024-11-22,2024-12-27,injury-hamstring-injury,2024-2025,2024
Jacob Ramsey,Aston Villa,2024-07-01,2024-07-10,injury-muscle-injury,2024-2025,2024
Jaden Philogene,Aston Villa,2025-04-14,2025-06-16,injury-knee-injury,2024-2025,2024
Jaden Philogene,Aston Villa,2025-03-01,2025-01-15,injury-knock,2024-2025,2024
Jaden Philogene,Aston Villa,2024-08-30,2024-09-29,injury-knock,2024-2025,2024
Jhon Durán,Aston Villa,2024-07-01,2024-08-03,injury-hamstring-injury,2024-2025,2024
John McGinn,Aston Villa,2025-05-01,2025-01-25,injury-hamstring-injury,2024-2025,2024
John McGinn,Aston Villa,2024-09-28,2024-07-10,injury-thigh-problems,2024-2025,2024
Kortney Hause,Aston Villa,2024-07-01,2025-01-04,injury-knee-surgery,2024-2025,2024
Leon Bailey,Aston Villa,2025-03-11,2025-06-30,injury-hamstring-muscle-injury,2024-2025,2024
Leon Bailey,Aston Villa,2025-03-26,2025-04-14,injury-unknown-injury,2024-2025,2024
Leon Bailey,Aston Villa,2025-02-14,2025-02-20,injury-unknown-injury,2024-2025,2024
Leon Bailey,Aston Villa,2024-12-13,2024-12-15,injury-thigh-problems,2024-2025,2024
Leon Bailey,Aston Villa,2024-07-01,2024-09-17,injury-hamstring-injury,2024-2025,2024
Marcus Rashford,Aston Villa,2025-04-23,2025-05-23,injury-hamstring-injury,2024-2025,2024
Marcus Rashford,Aston Villa,2025-04-01,2025-01-15,injury-ill,2024-2025,2024
Matty Cash,Aston Villa,2025-02-24,2025-03-03,injury-unknown-injury,2024-2025,2024
Matty Cash,Aston Villa,2025-01-30,2025-02-17,injury-muscle-injury,2024-2025,2024
Matty Cash,Aston Villa,2024-07-01,2024-11-11,injury-calf-injury,2024-2025,2024
Matty Cash,Aston Villa,2024-08-24,2024-08-10,injury-hamstring-injury,2024-2025,2024
Matty Cash,Aston Villa,2024-12-05,2024-12-06,injury-calf-injury,2024-2025,2024
Matty Cash,Aston Villa,2024-07-01,2024-12-04,injury-hamstring-injury,2024-2025,2024
Ollie Watkins,Aston Villa,2025-02-02,2025-02-14,injury-muscle-injury,2024-2025,2024
Ollie Watkins,Aston Villa,2024-07-01,2024-11-09,injury-muscle-fatigue,2024-2025,2024
Pau Torres,Aston Villa,2024-12-31,2025-03-03,injury-metatarsal-fracture,2024-2025,2024
Ross Barkley,Aston Villa,2024-07-01,2024-11-11,injury-unknown-injury,2024-2025,2024
Tyrone Mings,Aston Villa,2025-01-11,2025-06-30,injury-thigh-problems,2024-2025,2024
Tyrone Mings,Aston Villa,2025-02-24,2025-03-03,injury-knee-problems,2024-2025,2024
Tyrone Mings,Aston Villa,2025-01-26,2025-06-30,injury-knee-injury,2024-2025,2024
Tyrone Mings,Aston Villa,2024-12-13,2024-12-15,injury-ill,2024-2025,2024
Tyrone Mings,Aston Villa,2024-07-01,2024-10-30,injury-cruciate-ligament-tear,2024-2025,2024
Youri Tielemans,Aston Villa,2025-05-05,2025-05-20,injury-calf-injury,2024-2025,2024
Youri Tielemans,Aston Villa,2024-07-01,2024-10-06,injury-groin-injury,2024-2025,2024
Youri Tielemans,Aston Villa,2024-07-01,2024-08-05,injury-groin-injury,2024-2025,2024
Youri Tielemans,Aston Villa,2024-07-01,2024-12-01,injury-calf-injury,2024-2025,2024
Adam Smith,Bournemouth,2025-02-24,2025-03-28,injury-calf-injury,2024-2025,2024
Adam Smith,Bournemouth,2024-12-23,2025-02-24,injury-hamstring-injury,2024-2025,2024
Alex Scott,Bournemouth,2024-10-19,2025-06-30,injury-meniscus-tear,2024-2025,2024
Dango Ouattara,Bournemouth,2025-05-05,2025-06-30,injury-adductor-pain,2024-2025,2024
Dango Ouattara,Bournemouth,2024-07-01,2024-11-11,injury-unknown-injury,2024-2025,2024
Dango Ouattara,Bournemouth,2024-07-09,2024-09-20,injury-injury-to-the-ankle,2024-2025,2024
David Brooks,Bournemouth,2024-10-06,2024-08-27,injury-fitness,2024-2025,2024
David Brooks,Bournemouth,2024-07-01,2024-10-06,injury-shoulder-injury,2024-2025,2024
Enes Ünal,Bournemouth,2024-07-01,2024-09-09,injury-broken-toe,2024-2025,2024
Evanilson,Bournemouth,2025-04-01,2025-02-20,injury-broken-foot,2024-2025,2024
James Hill,Bournemouth,2025-01-17,2025-02-20,injury-hamstring-injury,2024-2025,2024
James Hill,Bournemouth,2024-07-01,2024-11-03,injury-ankle-injury,2024-2025,2024
Julio Soler,Bournemouth,2024-07-01,2024-12-08,injury-adductor-pain,2024-2025,2024
Julián Araujo,Bournemouth,2025-03-03,2025-03-30,injury-fitness,2024-2025,2024
Julián Araujo,Bournemouth,2024-10-11,2025-03-03,injury-hamstring-injury,2024-2025,2024
Julián Araujo,Bournemouth,2024-07-01,2024-07-24,injury-hamstring-injury,2024-2025,2024
Justin Kluivert,Bournemouth,2025-01-04,2025-06-30,injury-unknown-injury,2024-2025,2024
Kepa Arrizabalaga,Bournemouth,2025-02-11,2025-06-30,injury-unknown-injury,2024-2025,2024
Luis Sinisterra,Bournemouth,2025-03-15,2025-06-30,injury-thigh-problems,2024-2025,2024
Luis Sinisterra,Bournemouth,2024-10-25,2025-06-30,injury-hamstring-injury,2024-2025,2024
Marcos Senesi,Bournemouth,2024-11-30,2025-01-04,injury-hamstring-injury,2024-2025,2024
Marcos Senesi,Bournemouth,2024-10-08,2024-08-19,injury-facial-injury,2024-2025,2024
Marcus Tavernier,Bournemouth,2025-03-28,2025-06-30,injury-foot-injury,2024-2025,2024
Marcus Tavernier,Bournemouth,2024-09-12,2025-01-24,injury-thigh-problems,2024-2025,2024
Philip Billing,Bournemouth,2024-10-18,2024-10-31,injury-ill,2024-2025,2024
Ryan Christie,Bournemouth,2025-03-04,2025-06-30,injury-groin-injury,2024-2025,2024
Ryan Christie,Bournemouth,2025-02-28,2025-03-03,injury-groin-problems,2024-2025,2024
Tyler Adams,Bournemouth,2024-12-27,2024-12-30,injury-muscle-injury,2024-2025,2024
Tyler Adams,Bournemouth,2024-07-01,2024-09-12,injury-muscle-fatigue,2024-2025,2024
Tyler Adams,Bournemouth,2024-07-15,2024-07-10,injury-back-injury,2024-2025,2024
Aaron Hickey,Brentford,2025-02-17,2025-05-16,injury-fitness,2024-2025,2024
Aaron Hickey,Brentford,2024-07-01,2025-02-17,injury-hamstring-injury,2024-2025,2024
Ben Mee,Brentford,2024-12-27,2025-01-14,injury-muscle-injury,2024-2025,2024
Bryan Mbeumo,Brentford,2024-07-01,2024-12-03,injury-ankle-injury,2024-2025,2024
Christian Nørgaard,Brentford,2025-02-21,2025-06-30,injury-head-injury,2024-2025,2024
Ethan Pinnock,Brentford,2025-01-08,2025-06-30,injury-hamstring-injury,2024-2025,2024
Ethan Pinnock,Brentford,2024-12-18,2025-01-02,injury-hamstring-injury,2024-2025,2024
Fábio Carvalho,Brentford,2025-01-01,2025-06-30,injury-groin-injury,2024-2025,2024
Gustavo Nunes,Brentford,2025-03-19,2025-06-30,injury-fitness,2024-2025,2024
Gustavo Nunes,Brentford,2024-08-28,2025-03-19,injury-back-injury,2024-2025,2024
Igor Thiago,Brentford,2024-07-12,2025-02-05,injury-knee-injury,2024-2025,2024
Igor Thiago,Brentford,2024-07-21,2024-11-23,injury-meniscus-injury,2024-2025,2024
Josh Dasilva,Brentford,2024-07-01,2025-06-30,injury-knee-surgery,2024-2025,2024
Kevin Schade,Brentford,2024-07-01,2024-10-04,injury-adductor-injury,2024-2025,2024
Kristoffer Ajer,Brentford,2024-12-21,2025-01-25,injury-ankle-injury,2024-2025,2024
Kristoffer Ajer,Brentford,2024-10-19,2024-07-12,injury-foot-injury,2024-2025,2024
Kristoffer Ajer,Brentford,2024-08-31,2024-09-14,injury-ankle-injury,2024-2025,2024
Mads Roerslev,Brentford,2025-04-17,2025-04-22,injury-adductor-pain,2024-2025,2024
Mads Roerslev,Brentford,2025-03-19,2025-01-04,injury-heel-problems,2024-2025,2024
Mark Flekken,Brentford,2025-01-31,2025-02-14,injury-chest-injury,2024-2025,2024
Mathias Jensen,Brentford,2025-03-14,2025-04-04,injury-ill,2024-2025,2024
Mathias Jensen,Brentford,2025-02-17,2025-06-30,injury-adductor-injury,2024-2025,2024
Mathias Jensen,Brentford,2024-11-30,2025-01-01,injury-hamstring-injury,2024-2025,2024
Mathias Jensen,Brentford,2024-07-01,2024-10-26,injury-calf-injury,2024-2025,2024
Myles Peart-Harris,Brentford,2025-04-03,2025-06-30,injury-back-injury,2024-2025,2024
Paris Maghoma,Brentford,2025-01-08,2025-06-30,injury-hamstring-injury,2024-2025,2024
Paris Maghoma,Brentford,2024-07-01,2024-10-19,injury-ankle-injury,2024-2025,2024
Rico Henry,Brentford,2025-01-25,2025-06-30,injury-hamstring-injury,2024-2025,2024
Rico Henry,Brentford,2024-07-01,2025-06-30,injury-knee-injury,2024-2025,2024
Rico Henry,Brentford,2024-07-01,2024-10-19,injury-knee-injury,2024-2025,2024
Ryan Trevitt,Brentford,2025-03-04,2025-06-30,injury-hamstring-injury,2024-2025,2024
Sepp van den Berg,Brentford,2025-02-15,2025-03-15,injury-knee-problems,2024-2025,2024
Sepp van den Berg,Brentford,2024-12-16,2024-12-28,injury-groin-problems,2024-2025,2024
Vitaly Janelt,Brentford,2025-04-29,2025-06-30,injury-heel-injury,2024-2025,2024
Yoane Wissa,Brentford,2024-09-14,2024-10-19,injury-ankle-injury,2024-2025,2024
Yunus Konak,Brentford,2024-07-01,2024-12-05,injury-tendon-rupture,2024-2025,2024
Adam Webster,Brighton,2025-03-30,2025-01-05,injury-hamstring-injury,2024-2025,2024
Adam Webster,Brighton,2024-12-10,2024-12-31,injury-thigh-problems,2024-2025,2024
Amario Cozier-Duberry,Brighton,2024-10-10,2024-11-26,injury-ankle-injury,2024-2025,2024
Billy Gilmour,Brighton,2025-02-11,2025-06-30,injury-muscle-injury,2024-2025,2024
Brajan Gruda,Brighton,2025-06-10,2025-06-30,injury-knee-problems,2024-2025,2024
Brajan Gruda,Brighton,2025-01-15,2025-01-24,injury-unknown-injury,2024-2025,2024
Brajan Gruda,Brighton,2025-01-15,2025-01-24,injury-unknown-injury,2024-2025,2024
Brajan Gruda,Brighton,2024-12-08,2024-09-14,injury-knock,2024-2025,2024
Brajan Gruda,Brighton,2024-07-01,2024-07-05,injury-muscular-problems,2024-2025,2024
Brajan Gruda,Brighton,2024-07-01,2024-07-02,injury-hip-flexor-problems,2024-2025,2024
Carl Rushworth,Brighton,2024-10-18,2025-01-18,injury-ankle-injury,2024-2025,2024
Carlos Baleba,Brighton,2025-01-31,2025-06-30,injury-muscle-injury,2024-2025,2024
Danny Welbeck,Brighton,2024-11-12,2025-06-30,injury-unknown-injury,2024-2025,2024
Eiran Cashin,Brighton,2025-01-20,2025-01-22,injury-fitness,2024-2025,2024
Eiran Cashin,Brighton,2024-12-14,2025-01-15,injury-hamstring-injury,2024-2025,2024
Eiran Cashin,Brighton,2024-08-17,2024-08-28,injury-concussion,2024-2025,2024
Evan Ferguson,Brighton,2024-12-25,2025-01-31,injury-ankle-problems,2024-2025,2024
Evan Ferguson,Brighton,2024-07-01,2024-08-25,injury-cruciate-ligament-tear,2024-2025,2024
Ferdi Kadıoğlu,Brighton,2024-07-01,2025-06-25,injury-toe-joint-capsular-tear,2024-2025,2024
Ferdi Kadıoğlu,Brighton,2024-08-30,2024-10-09,injury-unknown-injury,2024-2025,2024
Ferdi Kadıoğlu,Brighton,2024-12-08,2024-08-16,injury-hamstring-strain,2024-2025,2024
Georginio Rutter,Brighton,2025-03-30,2025-05-25,injury-foot-injury,2024-2025,2024
Igor Julio,Brighton,2025-05-01,2025-01-05,injury-hamstring-injury,2024-2025,2024
Jack Hinshelwood,Brighton,2024-09-11,2025-01-24,injury-knee-injury,2024-2025,2024
Jakub Moder,Brighton,2025-01-08,2025-06-30,injury-back-problems,2024-2025,2024
Jakub Moder,Brighton,2025-02-28,2025-04-03,injury-ankle-injury,2024-2025,2024
James Milner,Brighton,2024-07-01,2025-05-25,injury-thigh-problems,2024-2025,2024
James Milner,Brighton,2024-08-31,2024-09-14,injury-hamstring-injury,2024-2025,2024
James Milner,Brighton,2024-07-01,2024-12-06,injury-muscle-injury,2024-2025,2024
Jan Paul van Hecke,Brighton,2025-04-19,2025-03-05,injury-head-injury,2024-2025,2024
Jan Paul van Hecke,Brighton,2024-09-23,2024-10-16,injury-groin-injury,2024-2025,2024
Jason Steele,Brighton,2025-01-22,2025-03-05,injury-shoulder-injury,2024-2025,2024
Jensen Weir,Brighton,2024-10-19,2024-09-11,injury-ankle-injury,2024-2025,2024
Joël Veltman,Brighton,2025-02-10,2025-06-30,injury-calf-injury,2024-2025,2024
Joël Veltman,Brighton,2025-02-17,2025-04-21,injury-foot-injury,2024-2025,2024
Joël Veltman,Brighton,2024-11-25,2024-12-17,injury-unknown-injury,2024-2025,2024
Joël Veltman,Brighton,2024-09-27,2024-09-30,injury-ill,2024-2025,2024
Julio Enciso,Brighton,2025-02-16,2025-06-03,injury-knee-injury,2024-2025,2024
Kaoru Mitoma,Brighton,2025-02-10,2025-03-12,injury-foot-injury,2024-2025,2024
Kaoru Mitoma,Brighton,2025-02-05,2025-06-30,injury-heel-problems,2024-2025,2024
Lewis Dunk,Brighton,2025-03-01,2025-01-14,injury-calf-problems,2024-2025,2024
Mark O'Mahony,Brighton,2024-07-01,2025-06-30,injury-muscle-injury,2024-2025,2024
Mats Wieffer,Brighton,2024-12-22,2025-06-30,injury-leg-injury,2024-2025,2024
Mats Wieffer,Brighton,2024-12-21,2025-01-19,injury-thigh-problems,2024-2025,2024
Mats Wieffer,Brighton,2024-08-24,2024-09-16,injury-unknown-injury,2024-2025,2024
Matt O'Riley,Brighton,2025-02-28,2025-03-30,injury-knee-problems,2024-2025,2024
Matt O'Riley,Brighton,2024-08-27,2024-08-11,injury-ankle-injury,2024-2025,2024
Odeluga Offiah,Brighton,2024-07-01,2024-10-01,injury-ill,2024-2025,2024
Pervis Estupiñán,Brighton,2025-01-24,2025-02-22,injury-muscle-injury,2024-2025,2024
Pervis Estupiñán,Brighton,2024-07-01,2024-08-31,injury-ankle-injury,2024-2025,2024
Simon Adingra,Brighton,2024-09-26,2024-10-14,injury-unknown-injury,2024-2025,2024
Solly March,Brighton,2025-02-05,2025-06-30,injury-knee-surgery,2024-2025,2024
Solly March,Brighton,2025-03-14,2025-03-29,injury-muscle-injury,2024-2025,2024
Solly March,Brighton,2025-01-24,2025-02-22,injury-muscle-injury,2024-2025,2024
Solly March,Brighton,2024-07-01,2024-12-23,injury-knee-injury,2024-2025,2024
Tariq Lamptey,Brighton,2024-08-11,2024-11-25,injury-calf-injury,2024-2025,2024
Tariq Lamptey,Brighton,2024-10-08,2024-08-23,injury-muscle-injury,2024-2025,2024
Tariq Lamptey,Brighton,2024-08-04,2024-08-05,injury-muscle-injury,2024-2025,2024
Tariq Lamptey,Brighton,2024-07-01,2024-07-01,injury-unknown-injury,2024-2025,2024
Yankuba Minteh,Brighton,2024-10-15,2024-11-11,injury-muscle-injury,2024-2025,2024
Yasin Ayari,Brighton,2025-01-31,2025-06-30,injury-muscle-injury,2024-2025,2024
Yasin Ayari,Brighton,2024-09-21,2024-09-23,injury-ill,2024-2025,2024
Aarón Anselmino,Chelsea,2025-02-20,2025-06-30,injury-hamstring-injury,2024-2025,2024
Aarón Anselmino,Chelsea,2024-11-11,2024-12-18,injury-hamstring-injury,2024-2025,2024
Aarón Anselmino,Chelsea,2024-07-01,2024-11-08,injury-hamstring-injury,2024-2025,2024
Axel Disasi,Chelsea,2024-07-06,2024-07-08,injury-groin-surgery,2024-2025,2024
Ben Chilwell,Chelsea,2024-12-13,2024-12-20,injury-ill,2024-2025,2024
Ben Chilwell,Chelsea,2024-07-01,2024-08-04,injury-knee-problems,2024-2025,2024
Ben Chilwell,Chelsea,2024-07-01,2024-08-01,injury-fitness,2024-2025,2024
Benoît Badiashile,Chelsea,2025-01-07,2025-06-30,injury-muscle-injury,2024-2025,2024
Benoît Badiashile,Chelsea,2025-06-29,2025-06-30,injury-muscle-strain,2024-2025,2024
Benoît Badiashile,Chelsea,2024-12-14,2025-03-03,injury-hamstring-injury,2024-2025,2024
Benoît Badiashile,Chelsea,2024-07-01,2024-08-01,injury-muscle-fatigue,2024-2025,2024
Carney Chukwuemeka,Chelsea,2025-06-30,2025-03-07,injury-ill,2024-2025,2024
Carney Chukwuemeka,Chelsea,2025-04-14,2025-04-18,injury-minor-knock,2024-2025,2024
Carney Chukwuemeka,Chelsea,2025-03-03,2025-06-30,injury-muscular-problems,2024-2025,2024
Carney Chukwuemeka,Chelsea,2024-12-20,2024-12-31,injury-ill,2024-2025,2024
Carney Chukwuemeka,Chelsea,2024-07-01,2024-10-03,injury-ankle-injury,2024-2025,2024
Carney Chukwuemeka,Chelsea,2024-07-01,2024-08-01,injury-fitness,2024-2025,2024
Christopher Nkunku,Chelsea,2025-04-30,2025-05-26,injury-knock,2024-2025,2024
Cole Palmer,Chelsea,2025-03-15,2025-03-04,injury-hamstring-injury,2024-2025,2024
Cole Palmer,Chelsea,2024-07-01,2024-08-09,injury-muscle-fatigue,2024-2025,2024
David Datro Fofana,Chelsea,2024-07-12,2025-05-21,injury-knee-injury,2024-2025,2024
Enzo Fernández,Chelsea,2025-01-16,2025-01-23,injury-knock,2024-2025,2024
Enzo Fernández,Chelsea,2024-09-13,2024-09-15,injury-ill,2024-2025,2024
Gabriel Slonina,Chelsea,2024-08-11,2025-03-02,injury-finger-injury,2024-2025,2024
Gabriel Slonina,Chelsea,2024-07-01,2024-10-04,injury-minor-knock,2024-2025,2024
Harvey Vale,Chelsea,2025-03-02,2025-06-30,injury-back-injury,2024-2025,2024
Jadon Sancho,Chelsea,2024-07-01,2024-11-11,injury-ill,2024-2025,2024
João Félix,Chelsea,2024-11-12,2024-12-18,injury-unknown-injury,2024-2025,2024
Kiernan Dewsbury-Hall,Chelsea,2024-12-25,2025-01-16,injury-knock,2024-2025,2024
Levi Colwill,Chelsea,2025-01-16,2025-01-23,injury-knock,2024-2025,2024
Levi Colwill,Chelsea,2024-07-01,2024-11-02,injury-hamstring-injury,2024-2025,2024
Liam Delap,Chelsea,2024-11-01,2024-11-04,injury-knee-injury,2024-2025,2024
Malo Gusto,Chelsea,2025-04-20,2025-04-28,injury-muscle-injury,2024-2025,2024
Malo Gusto,Chelsea,2024-11-22,2024-11-29,injury-ill,2024-2025,2024
Malo Gusto,Chelsea,2024-07-01,2024-09-22,injury-muscle-injury,2024-2025,2024
Malo Gusto,Chelsea,2024-07-04,2024-08-04,injury-rest,2024-2025,2024
Mamadou Sarr,Chelsea,2024-08-11,2024-11-22,injury-muscle-injury,2024-2025,2024
Mamadou Sarr,Chelsea,2024-07-01,2024-10-17,injury-dead-leg,2024-2025,2024
Mamadou Sarr,Chelsea,2024-07-01,2024-10-04,injury-minor-knock,2024-2025,2024
Marc Guiu,Chelsea,2025-03-02,2025-06-30,injury-hamstring-injury,2024-2025,2024
Marc Guiu,Chelsea,2024-07-01,2024-08-02,injury-muscular-problems,2024-2025,2024
Mathis Amougou,Chelsea,2024-12-15,2025-06-30,injury-unknown-injury,2024-2025,2024
Mike Penders,Chelsea,2024-09-11,2024-11-14,injury-ankle-sprain,2024-2025,2024
Mykhaylo Mudryk,Chelsea,2024-07-01,2024-12-16,injury-ill,2024-2025,2024
Mykhaylo Mudryk,Chelsea,2024-07-01,2024-09-09,injury-unknown-injury,2024-2025,2024
Mykhaylo Mudryk,Chelsea,2024-07-01,2024-07-07,injury-unknown-injury,2024-2025,2024
Nicolas Jackson,Chelsea,2025-03-02,2025-01-04,injury-hamstring-injury,2024-2025,2024
Nicolas Jackson,Chelsea,2024-07-01,2024-07-31,injury-ankle-injury,2024-2025,2024
Noni Madueke,Chelsea,2025-02-14,2025-02-04,injury-hamstring-injury,2024-2025,2024
Omari Kellyman,Chelsea,2025-03-18,2025-01-06,injury-surgery,2024-2025,2024
Omari Kellyman,Chelsea,2024-07-01,2025-06-30,injury-hamstring-injury,2024-2025,2024
Omari Kellyman,Chelsea,2024-08-30,2024-10-31,injury-hamstring-injury,2024-2025,2024
Pedro Neto,Chelsea,2025-01-11,2025-06-30,injury-muscle-injury,2024-2025,2024
Pedro Neto,Chelsea,2024-11-17,2024-11-29,injury-unknown-injury,2024-2025,2024
Reece James,Chelsea,2024-11-19,2024-12-27,injury-hamstring-injury,2024-2025,2024
Reece James,Chelsea,2024-09-08,2024-10-14,injury-hamstring-injury,2024-2025,2024
Reece James,Chelsea,2024-07-01,2024-10-05,injury-surgery,2024-2025,2024
Renato Veiga,Chelsea,2025-02-19,2025-06-30,injury-muscle-injury,2024-2025,2024
Trevoh Chalobah,Chelsea,2025-02-23,2025-04-03,injury-unknown-injury,2024-2025,2024
Trevoh Chalobah,Chelsea,2025-02-22,2025-06-03,injury-back-injury,2024-2025,2024
Trevoh Chalobah,Chelsea,2024-10-08,2024-09-27,injury-abdominal-muscle-strain,2024-2025,2024
Trevoh Chalobah,Chelsea,2024-10-01,2024-07-02,injury-fitness,2024-2025,2024
Trevoh Chalobah,Chelsea,2024-07-01,2024-10-01,injury-thigh-problems,2024-2025,2024
Wesley Fofana,Chelsea,2025-01-04,2025-01-07,injury-surgery,2024-2025,2024
Wesley Fofana,Chelsea,2024-07-01,2025-02-24,injury-hamstring-injury,2024-2025,2024
Adam Wharton,Crystal Palace,2025-06-05,2025-06-30,injury-ankle-injury,2024-2025,2024
Adam Wharton,Crystal Palace,2024-07-01,2025-01-02,injury-groin-surgery,2024-2025,2024
Ben Chilwell,Crystal Palace,2024-12-13,2024-12-20,injury-ill,2024-2025,2024
Ben Chilwell,Crystal Palace,2024-07-01,2024-08-04,injury-knee-problems,2024-2025,2024
Ben Chilwell,Crystal Palace,2024-07-01,2024-08-01,injury-fitness,2024-2025,2024
Chris Richards,Crystal Palace,2025-01-04,2025-06-30,injury-calf-problems,2024-2025,2024
Eberechi Eze,Crystal Palace,2025-03-02,2025-06-30,injury-foot-injury,2024-2025,2024
Eberechi Eze,Crystal Palace,2024-10-30,2024-11-25,injury-hamstring-injury,2024-2025,2024
Eddie Nketiah,Crystal Palace,2025-02-08,2025-06-30,injury-hamstring-injury,2024-2025,2024
Eddie Nketiah,Crystal Palace,2025-06-02,2025-06-30,injury-ankle-injury,2024-2025,2024
Ismaïla Sarr,Crystal Palace,2025-03-09,2025-06-30,injury-unknown-injury,2024-2025,2024
Jefferson Lerma,Crystal Palace,2025-01-16,2025-01-24,injury-ill,2024-2025,2024
Jeffrey Schlupp,Crystal Palace,2025-01-09,2025-06-30,injury-unknown-injury,2024-2025,2024
Joachim Andersen,Crystal Palace,2024-11-24,2024-12-19,injury-achilles-tendon-problems,2024-2025,2024
Joel Ward,Crystal Palace,2025-01-24,2025-06-30,injury-calf-strain,2024-2025,2024
Joel Ward,Crystal Palace,2024-08-12,2024-12-18,injury-calf-injury,2024-2025,2024
Marc Guéhi,Crystal Palace,2025-06-11,2025-06-30,injury-ankle-injury,2024-2025,2024
Matheus França,Crystal Palace,2024-09-03,2025-02-26,injury-rib-fracture,2024-2025,2024
Rob Holding,Crystal Palace,2024-07-01,2025-06-30,injury-ankle-surgery,2024-2025,2024
Rob Holding,Crystal Palace,2024-07-01,2024-10-01,injury-unknown-injury,2024-2025,2024
Sam Johnstone,Crystal Palace,2024-07-01,2024-07-14,injury-elbow-injury,2024-2025,2024
Trevoh Chalobah,Crystal Palace,2025-02-23,2025-04-03,injury-unknown-injury,2024-2025,2024
Trevoh Chalobah,Crystal Palace,2025-02-22,2025-06-03,injury-back-injury,2024-2025,2024
