player_id,player_name_rot,team_id,season,n_matches_rot,n_starts,start_rate_all,n_hard,n_hard_starts,start_rate_hard,n_easy,n_easy_starts,start_rate_easy,rotation_elasticity,injury_player_name_raw,beta_unavailable,se_unavailable,n_matches_inj,n_unavail,n_avail,xpts_per_match_present,xpts_season_total,gbp_per_point,value_gbp_per_match,value_gbp_season_total,player_name_inj
1017,Matej Vydra,Burnley,2021,22.0,5.0,0.2272727272727272,5.0,2.0,0.4,9.0,3.0,0.3333333333333333,0.0666666666666667,Matej Vydra,0.0813129959376299,,35,10,25,-0.0813129959376299,-2.845954857817048,2494866.920152091,-202865.1037432543,-7100278.6310139,Matej Vydra
10177,Evan Ferguson,Brighton,2022,19.0,10.0,0.5263157894736842,7.0,3.0,0.4285714285714285,6.0,4.0,0.6666666666666666,-0.238095238095238,Evan Ferguson,0.1694637834082666,,38,10,28,-0.1694637834082666,-6.439623769514131,2490503.323836657,-422050.1158482233,-16037904.402232489,Evan Ferguson
10177,Evan Ferguson,Brighton,2023,27.0,15.0,0.5555555555555556,7.0,3.0,0.4285714285714285,12.0,7.0,0.5833333333333334,-0.1547619047619048,Evan Ferguson,0.1010350105148093,,35,21,14,-0.1010350105148093,-3.5362253680183287,2648255.813953488,-267566.5540086957,-9364829.390304351,Evan Ferguson
10177,Evan Ferguson,Brighton,2024,17.0,2.0,0.1176470588235294,6.0,1.0,0.1666666666666666,7.0,1.0,0.1428571428571428,0.0238095238095238,Evan Ferguson,0.0481228899934019,,33,6,27,-0.0481228899934019,-1.588055369782266,2706399.23591213,-130239.75270802666,-4297911.83936488,Evan Ferguson
10177,Evan Ferguson,West Ham,2024,13.0,2.0,0.1538461538461538,3.0,1.0,0.3333333333333333,4.0,0.0,0.0,0.3333333333333333,Evan Ferguson,0.0573850992176225,,38,8,30,-0.0573850992176225,-2.180633770269655,2706399.23591213,-155306.98867531534,-5901665.569661982,Evan Ferguson
1024,Tyrone Mings,Aston Villa,2019,33.0,33.0,1.0,13.0,13.0,1.0,11.0,11.0,1.0,0.0,Tyrone Mings,-0.0169267561945447,,38,20,18,0.0169267561945447,0.6432167353927019,2501307.847082495,42339.0280950671,1608883.06761255,Tyrone Mings
1024,Tyrone Mings,Aston Villa,2024,14.0,12.0,0.8571428571428571,3.0,3.0,1.0,5.0,4.0,0.8,0.1999999999999999,Tyrone Mings,0.1482943874188267,,33,23,10,-0.1482943874188267,-4.893714784821282,2706399.23591213,-401343.81680037006,-13244345.954412213,Tyrone Mings
10292,Nathan Patterson,Everton,2022,19.0,14.0,0.7368421052631579,6.0,5.0,0.8333333333333334,6.0,4.0,0.6666666666666666,0.1666666666666667,Nathan Patterson,0.0576474802699476,,34,10,24,-0.0576474802699476,-1.96001432917822,2490503.323836657,-143571.24122311274,-4881422.201585833,Nathan Patterson
10292,Nathan Patterson,Everton,2023,20.0,9.0,0.45,6.0,3.0,0.5,6.0,4.0,0.6666666666666666,-0.1666666666666666,Nathan Patterson,0.2215907257315788,,32,7,25,-0.2215907257315788,-7.090903223410523,2648255.813953488,-586828.9277368264,-18778525.687578443,Nathan Patterson
10292,Nathan Patterson,Everton,2024,10.0,3.0,0.3,6.0,2.0,0.3333333333333333,3.0,1.0,0.3333333333333333,0.0,Nathan Patterson,0.2081887763837946,,23,15,8,-0.2081887763837946,-4.788341856827277,2706399.23591213,-563441.9453305831,-12959164.742603412,Nathan Patterson
10293,Toti,Wolverhampton Wanderers,2023,35.0,31.0,0.8857142857142857,10.0,10.0,1.0,13.0,11.0,0.8461538461538461,0.1538461538461538,Toti,0.0905955263052961,,38,20,18,-0.0905955263052961,-3.442629999601253,2648255.813953488,-239920.12925617665,-9116964.911734711,Toti
10293,Toti,Wolverhampton Wanderers,2024,31.0,30.0,0.967741935483871,8.0,8.0,1.0,14.0,14.0,1.0,0.0,Toti,-0.3131093048744829,,35,15,20,0.3131093048744829,10.958825670606904,2706399.23591213,847398.783469279,29658957.421424765,Toti
10301,Jens Cajuste,Ipswich,2024,30.0,25.0,0.8333333333333334,8.0,8.0,1.0,12.0,9.0,0.75,0.25,Jens Cajuste,0.1084740145335328,,38,10,28,-0.1084740145335328,-4.122012552274248,2706399.23591213,-293573.9900498746,-11155811.621895231,Jens Cajuste
